"response_id","experienced_maori","travelled_with_child_under_15","travelled_with_other_above_15","drive_yourself","qtr","country_of_residence_group","gender","first_nz_trip","purpose_of_visit_main","no_days_in_nz","age_range","treated_spend","visited_island","spend_per_day"
"GEN24_1042449","No","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",21,27,5325,"Both",253.571428571429
"GEN24_1042481","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",9,27,3668.073,"South",407.563666666667
"GEN24_1042483","Yes","No","No","Yes","4","Oceania","Male","Yes","Other",233,27,14435,"Both",61.9527896995708
"GEN24_1042492","No","Yes","Yes","Yes","4","Oceania","Female","Yes","Holiday / vacation",16,52,3971.428571,"South",248.2142856875
"GEN24_1042493","No","No","No","Yes","4","Asia","Male","No","Visiting friends / relatives",179,62,2200,"South",12.2905027932961
"GEN24_1042500","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",8,57,7085.848125,"Both",885.731015625
"GEN24_1042505","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",21,57,5038.78865,"Both",239.942316666667
"GEN24_1042531","No","No","No","Yes","4","Oceania","Female","No","Holiday / vacation",13,52,3350,"South",257.692307692308
"GEN24_1042533","No","No","No","No","4","Oceania","Female","Yes","Visiting friends / relatives",4,42,221.163225,"North",55.29080625
"GEN24_1042537","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",10,27,1520,"South",152
"GEN24_1042541","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",19,72,6920,"South",364.210526315789
"GEN24_1042556","Yes","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",20,62,5823.59113,"Both",291.1795565
"GEN24_1042557","Yes","No","Yes","Yes","4","Americas","Male","No","Holiday / vacation",19,67,9282.046667,"Both",488.528771947368
"GEN24_1042562","No","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",11,27,5055.400417,"South",459.581856090909
"GEN24_1042574","No","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",21,32,3196.504821,"Both",152.214515285714
"GEN24_1042578","Yes","No","Yes","Yes","4","Americas","Male","No","Holiday / vacation",39,67,8925,"Both",228.846153846154
"GEN24_1042610","No","No","No","Yes","4","Asia","Male","Yes","Holiday / vacation",24,32,8480,"South",353.333333333333
"GEN24_1042617","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",13,57,8895.600698,"Both",684.276976769231
"GEN24_1042624","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",6,42,2319.51675,"South",386.586125
"GEN24_1042628","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",11,42,4099.611,"South",372.691909090909
"GEN24_1042630","No","No","Yes","Yes","4","Asia","Male","No","Visiting friends / relatives",12,42,3833.333333,"Both",319.444444416667
"GEN24_1042648","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",10,32,3484.66935,"South",348.466935
"GEN24_1042649","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",14,62,9709.605,"South",693.543214285714
"GEN24_1042655","Yes","No","No","No","4","Oceania","Male","Yes","Holiday / vacation",27,27,7790.289167,"Both",288.529228407407
"GEN24_1042659","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",20,27,1016.67594,"South",50.833797
"GEN24_1042665","No","No","Yes","Yes","4","Oceania","Male","Yes","Holiday / vacation",13,47,3950,"Both",303.846153846154
"GEN24_1042672","Yes","No","Yes","Yes","4","Americas","Male","Yes","Visiting friends / relatives",18,52,4291.96715,"Both",238.442619444444
"GEN24_1042674","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",18,57,6060,"Both",336.666666666667
"GEN24_1042686","No","No","No","Yes","4","Americas","Male","Yes","Visiting friends / relatives",26,42,6779.209083,"Both",260.738810884615
"GEN24_1042688","No","No","No","Yes","4","Asia","Male","No","Other",333,27,5520,"South",16.5765765765766
"GEN24_1042708","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",26,67,8118.2461,"Both",312.240234615385
"GEN24_1042723","No","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",11,37,4765.336458,"Both",433.212405272727
"GEN24_1042735","Yes","No","Yes","No","4","Americas","Male","Yes","Holiday / vacation",19,72,8949.2081,"Both",471.010952631579
"GEN24_1042767","No","No","No","Yes","4","Asia","Female","Yes","Other",10,42,3791.120667,"North",379.1120667
"GEN24_1042775","Yes","No","No","Yes","4","Asia","Male","Yes","Education",280,22,10625,"North",37.9464285714286
"GEN24_1042790","No","No","No","No","4","Europe","Female","No","Visiting friends / relatives",12,47,2560,"Both",213.333333333333
"GEN24_1042791","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",18,47,8561.4816,"Both",475.637866666667
"GEN24_1042792","Yes","No","No","No","4","Europe","Female","Yes","Holiday / vacation",28,72,13140,"Both",469.285714285714
"GEN24_1042800","Yes","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",33,67,6815.666667,"Both",206.535353545455
"GEN24_1042812","Yes","No","Yes","Yes","4","Americas","Male","Yes","Visiting friends / relatives",88,10,1660,"North",18.8636363636364
"GEN24_1042820","Yes","No","Yes","Yes","4","Oceania","Female","No","Holiday / vacation",9,62,2751.05475,"North",305.67275
"GEN24_1042824","No","No","Yes","Yes","4","Asia","Male","No","Holiday / vacation",9,32,2655,"Both",295
"GEN24_1042825","No","No","No","No","4","Oceania","Female","Yes","Visiting friends / relatives",7,52,755.1915,"North",107.8845
"GEN24_1042828","Yes","No","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",13,62,2073.5,"Both",159.5
"GEN24_1042838","No","No","No","Yes","4","Oceania","Female","No","Visiting friends / relatives",18,62,2265.5745,"North",125.86525
"GEN24_1042842","Yes","No","Yes","Yes","4","Oceania","Male","No","Visiting friends / relatives",25,32,6249,"North",249.96
"GEN24_1042844","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",19,62,4460,"Both",234.736842105263
"GEN24_1042850","No","No","Yes","No","4","Europe","Male","No","Visiting friends / relatives",33,62,2771.950335,"North",83.998495
"GEN24_1042852","No","No","No","No","4","Europe","Male","No","Visiting friends / relatives",12,47,3228.39202,"North",269.032668333333
"GEN24_1042854","Yes","Yes","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",13,47,11048.235,"South",849.864230769231
"GEN24_1042859","No","No","No","No","4","Oceania","Male","No","Visiting friends / relatives",7,67,755.1915,"North",107.8845
"GEN24_1042867","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",13,62,6298.531667,"Both",484.502435923077
"GEN24_1042879","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",23,72,5830,"South",253.478260869565
"GEN24_1042884","No","No","Yes","Yes","4","Oceania","Female","No","Holiday / vacation",18,67,6913.778183,"Both",384.098787944444
"GEN24_1042893","No","No","Yes","Yes","4","Oceania","Male","No","Visiting friends / relatives",7,47,660,"South",94.2857142857143
"GEN24_1042897","No","No","Yes","Yes","4","Oceania","Male","No","Visiting friends / relatives",14,62,1691.089538,"North",120.792109857143
"GEN24_1042908","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",8,52,2237.63625,"Both",279.70453125
"GEN24_1042911","Yes","No","Yes","No","4","Americas","Female","Yes","Holiday / vacation",16,32,8751.644,"Both",546.97775
"GEN24_1042921","Yes","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",40,57,15746.32917,"Both",393.65822925
"GEN24_1042928","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",17,52,14184.79923,"Both",834.399954705882
"GEN24_1042932","No","No","No","No","4","Americas","Female","No","Visiting friends / relatives",15,62,3652.738,"North",243.515866666667
"GEN24_1042933","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",22,22,4550,"Both",206.818181818182
"GEN24_1042935","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",23,52,9593.313831,"Both",417.100601347826
"GEN24_1042936","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",17,27,3311.94066,"Both",194.820038823529
"GEN24_1042943","No","No","Yes","No","4","Asia","Female","Yes","Holiday / vacation",6,37,2254.666667,"Both",375.777777833333
"GEN24_1042960","No","No","Yes","No","4","Asia","Female","Yes","Visiting friends / relatives",60,32,5750,"North",95.8333333333333
"GEN24_1042985","No","No","Yes","No","4","Europe","Female","No","Holiday / vacation",27,52,8293.9353,"Both",307.182788888889
"GEN24_1042995","No","No","Yes","No","4","Americas","Female","Yes","Visiting friends / relatives",10,52,1100,"North",110
"GEN24_1042996","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",9,22,8237.816417,"North",915.312935222222
"GEN24_1043026","Yes","No","Yes","Yes","4","Americas","Male","Yes","Visiting friends / relatives",15,67,4475.2725,"North",298.3515
"GEN24_1043039","No","No","Yes","Yes","4","Oceania","Female","No","Holiday / vacation",16,67,4401.6876,"South",275.105475
"GEN24_1043045","Yes","No","Yes","Yes","4","Oceania","Female","Yes","Holiday / vacation",18,67,11657.8774,"Both",647.659855555556
"GEN24_1043047","No","No","Yes","No","4","Oceania","Female","No","Holiday / vacation",7,27,1456.44075,"South",208.062964285714
"GEN24_1043057","Yes","No","Yes","No","4","Americas","Female","Yes","Visiting friends / relatives",13,37,6850,"Both",526.923076923077
"GEN24_1043058","No","No","Yes","Yes","4","Americas","Male","No","Holiday / vacation",7,52,4239.077563,"South",605.582509
"GEN24_1043064","No","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",21,27,4815.8334,"North",229.3254
"GEN24_1043065","Yes","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",15,62,10815.24188,"Both",721.016125333333
"GEN24_1043071","No","No","No","No","4","Americas","Female","No","Visiting friends / relatives",12,62,6994.685167,"Both",582.890430583333
"GEN24_1043073","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",29,32,5905.638662,"Both",203.642712482759
"GEN24_1043082","Yes","No","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",10,42,29000,"Both",2900
"GEN24_1043085","No","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",34,32,2200,"South",64.7058823529412
"GEN24_1043090","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",9,57,4498.78365,"Both",499.86485
"GEN24_1043091","No","No","Yes","Yes","4","Oceania","Male","Yes","Holiday / vacation",9,32,4226.159902,"Both",469.573322444444
"GEN24_1043092","No","Yes","Yes","Yes","4","Oceania","Male","No","Visiting friends / relatives",14,47,2373.459,"North",169.532785714286
"GEN24_1043103","Yes","No","Yes","No","4","Americas","Female","Yes","Holiday / vacation",8,57,2422.982873,"North",302.872859125
"GEN24_1043107","No","No","Yes","No","4","Americas","Female","No","Holiday / vacation",22,72,4261.527667,"North",193.705803045455
"GEN24_1043109","No","Yes","Yes","Yes","4","Americas","Female","No","Visiting friends / relatives",4,42,2050,"North",512.5
"GEN24_1043130","No","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",18,32,4613.390033,"Both",256.299446277778
"GEN24_1043131","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",23,22,10594.0959,"Both",460.612865217391
"GEN24_1043134","Yes","No","No","No","4","Europe","Female","Yes","Visiting friends / relatives",14,57,1892.53752,"South",135.181251428571
"GEN24_1043136","Yes","No","Yes","Yes","4","Europe","Female","No","Holiday / vacation",31,32,13734.0434,"South",443.033658064516
"GEN24_1043137","Yes","No","Yes","Yes","4","Europe","Female","No","Visiting friends / relatives",27,62,5811.32445,"Both",215.234238888889
"GEN24_1043146","No","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",18,57,2325,"Both",129.166666666667
"GEN24_1043149","No","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",13,27,4215.868442,"South",324.297572461538
"GEN24_1043156","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",24,27,4280.5,"Both",178.354166666667
"GEN24_1043174","Yes","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",21,62,7914.265667,"Both",376.869793666667
"GEN24_1043176","Yes","No","Yes","No","4","Asia","Female","Yes","Holiday / vacation",11,42,4707.775692,"Both",427.979608363636
"GEN24_1043209","No","No","No","Yes","4","Europe","Male","No","Visiting friends / relatives",28,72,3229.65642,"North",115.344872142857
"GEN24_1043213","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",25,32,9007.3921,"Both",360.295684
"GEN24_1043225","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",17,67,7840.32,"Both",461.195294117647
"GEN24_1043233","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",20,32,3275,"Both",163.75
"GEN24_1043234","No","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",21,32,4539.36889,"South",216.160423333333
"GEN24_1043236","No","No","Yes","No","4","Americas","Female","Yes","Holiday / vacation",13,52,3570.551395,"South",274.657799615385
"GEN24_1043237","No","No","Yes","Yes","4","Americas","Female","No","Holiday / vacation",19,32,2313.400733,"South",121.757933315789
"GEN24_1043238","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",17,62,4334.582427,"North",254.975436882353
"GEN24_1043245","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",13,77,8414.991,"North",647.307
"GEN24_1043274","No","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",25,77,3895.144583,"Both",155.80578332
"GEN24_1043280","No","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",22,67,2475,"North",112.5
"GEN24_1043286","No","No","No","Yes","4","Oceania","Female","No","Visiting friends / relatives",3,52,1010,"North",336.666666666667
"GEN24_1043288","No","No","Yes","No","4","Oceania","Female","No","Holiday / vacation",18,52,7444.0305,"Both",413.55725
"GEN24_1043297","Yes","No","Yes","No","4","Asia","Female","Yes","Holiday / vacation",8,37,10287.54517,"Both",1285.94314625
"GEN24_1043304","No","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",14,37,5759.8968,"South",411.4212
"GEN24_1043307","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",24,62,8615.866766,"Both",358.994448583333
"GEN24_1043308","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",34,62,14269.09136,"Both",419.679157647059
"GEN24_1043315","Yes","No","Yes","Yes","4","Europe","Female","Yes","Visiting friends / relatives",27,32,4726.6513,"South",175.061159259259
"GEN24_1043317","Yes","No","Yes","Yes","4","Europe","Female","No","Holiday / vacation",9,52,3007.81986,"North",334.202206666667
"GEN24_1043332","Yes","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",6,62,2593.44398,"North",432.240663333333
"GEN24_1043350","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",21,47,6818.444267,"Both",324.687822238095
"GEN24_1043368","No","No","Yes","Yes","4","Oceania","Male","Yes","Holiday / vacation",10,62,3387.5733,"South",338.75733
"GEN24_1043377","No","No","No","Yes","4","Europe","Female","Yes","Holiday / vacation",8,57,473.13438,"South",59.1417975
"GEN24_1043387","No","No","Yes","No","4","Europe","Male","Yes","Holiday / vacation",10,27,2095.77935,"North",209.577935
"GEN24_1043398","No","No","Yes","No","4","Europe","Female","No","Holiday / vacation",83,67,10542.66825,"South",127.02009939759
"GEN24_1043401","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",14,72,2727.5,"Both",194.821428571429
"GEN24_1043403","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",23,62,5696.030614,"Both",247.653504956522
"GEN24_1043405","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",25,67,11294.66001,"Both",451.7864004
"GEN24_1043412","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",38,62,10087.01927,"Both",265.447875526316
"GEN24_1043421","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",19,67,8173.993383,"Both",430.210178052632
"GEN24_1043424","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",29,67,17657.57425,"Both",608.881870689655
"GEN24_1043432","No","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",24,32,18769.16605,"Both",782.048585416667
"GEN24_1043433","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",17,47,5016.493125,"Both",295.087830882353
"GEN24_1043442","No","No","No","No","4","Oceania","Female","No","Visiting friends / relatives",12,72,803.739525,"South",66.97829375
"GEN24_1043444","No","Yes","Yes","No","4","Oceania","Female","No","Visiting friends / relatives",13,42,2600,"Both",200
"GEN24_1043452","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",14,67,3614.13075,"South",258.152196428571
"GEN24_1043454","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",28,52,6287.33805,"Both",224.5477875
"GEN24_1043470","No","No","Yes","No","4","Asia","Female","Yes","Visiting friends / relatives",46,52,600,"North",13.0434782608696
"GEN24_1043472","Yes","No","No","Yes","4","Asia","Male","Yes","Visiting friends / relatives",34,47,2350,"Both",69.1176470588235
"GEN24_1043481","Yes","No","No","No","4","Europe","Male","Yes","Holiday / vacation",38,22,6200,"Both",163.157894736842
"GEN24_1043482","Yes","No","No","Yes","4","Europe","Male","Yes","Holiday / vacation",13,32,3620.79326,"North",278.522558461538
"GEN24_1043484","No","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",31,37,6135.72848,"Both",197.92672516129
"GEN24_1043487","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",23,57,6994.1604,"Both",304.093930434783
"GEN24_1043494","Yes","No","Yes","Yes","4","Europe","Male","No","Visiting friends / relatives",26,72,9899.822625,"Both",380.762408653846
"GEN24_1043505","No","No","Yes","Yes","4","Oceania","Female","No","Holiday / vacation",26,32,20539.0400261794,"Both",789.963077929975
"GEN24_1043508","Yes","No","No","Yes","4","Europe","Female","Yes","Business",282,22,5945,"Both",21.0815602836879
"GEN24_1043514","Yes","No","No","Yes","4","Asia","Female","Yes","Holiday / vacation",29,22,870,"South",30
"GEN24_1043527","Yes","No","No","No","4","Asia","Female","Yes","Visiting friends / relatives",45,32,12842.165,"Both",285.381444444444
"GEN24_1043535","Yes","No","Yes","Yes","4","Europe","Female","Yes","Other",16,57,5831.89551,"Both",364.493469375
"GEN24_1043536","No","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",21,57,5930.60965,"Both",282.409983333333
"GEN24_1043537","Yes","No","Yes","Yes","4","Asia","Male","No","Holiday / vacation",14,57,3166.666667,"South",226.190476214286
"GEN24_1043538","No","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",33,67,9230.34735,"South",279.707495454545
"GEN24_1043548","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",20,67,6132.780833,"Both",306.63904165
"GEN24_1043551","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",7,67,9592.829479,"North",1370.40421128571
"GEN24_1043576","Yes","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",30,32,5631.849615,"Both",187.7283205
"GEN24_1043578","Yes","Yes","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",9,47,3280.991,"North",364.554555555556
"GEN24_1043580","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",5,37,2734.88875,"North",546.97775
"GEN24_1043592","No","No","Yes","Yes","4","Europe","Female","Yes","Visiting friends / relatives",48,62,4186.21071,"South",87.212723125
"GEN24_1043595","No","No","Yes","No","4","Americas","Female","Yes","Holiday / vacation",10,67,4264.768942,"South",426.4768942
"GEN24_1043597","Yes","No","Yes","No","4","Asia","Female","Yes","Holiday / vacation",2,42,2400,"North",1200
"GEN24_1043608","No","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",15,57,5796.8365,"South",386.455766666667
"GEN24_1043677","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",36,42,16750,"North",465.277777777778
"GEN24_1043686","No","No","Yes","Yes","4","Americas","Male","No","Holiday / vacation",22,77,3180.5,"North",144.568181818182
"GEN24_1043692","No","No","No","Yes","4","Oceania","Male","Yes","Business",3,37,194.1921,"Both",64.7307
"GEN24_1043697","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",6,62,1008.720075,"North",168.1200125
"GEN24_1043706","No","No","Yes","No","4","Americas","Male","Yes","Visiting friends / relatives",7,52,2652.013333,"North",378.859047571429
"GEN24_1043707","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",17,42,6712.90875,"Both",394.876985294118
"GEN24_1043708","No","No","No","Yes","4","Americas","Female","No","Business",9,47,3480.7675,"North",386.751944444444
"GEN24_1043731","No","Yes","Yes","No","4","Europe","Female","No","Visiting friends / relatives",24,62,1799.96775,"South",74.99865625
"GEN24_1043738","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",22,67,8959.725183,"Both",407.260235590909
"GEN24_1043757","No","No","Yes","Yes","4","Asia","Female","No","Other",59,27,2131.103333,"Both",36.1203954745763
"GEN24_1043763","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",8,62,1448.888835,"North",181.111104375
"GEN24_1043770","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",31,22,5004.25106,"South",161.427453548387
"GEN24_1043771","No","No","Yes","No","4","Europe","Male","No","Visiting friends / relatives",4,77,586.27521,"North",146.5688025
"GEN24_1043772","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",31,27,7329.827587,"Both",236.446051193548
"GEN24_1043773","Yes","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",18,57,3453.142361,"Both",191.841242277778
"GEN24_1043782","Yes","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",10,67,1308.897783,"North",130.8897783
"GEN24_1043788","Yes","No","Yes","Yes","4","Americas","Male","No","Holiday / vacation",18,37,6588.595625,"Both",366.033090277778
"GEN24_1043793","Yes","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",13,32,13011.44042,"North",1000.88003230769
"GEN24_1043803","No","No","Yes","Yes","4","Oceania","Male","Yes","Holiday / vacation",15,27,4946.504325,"North",329.766955
"GEN24_1043827","No","No","Yes","Yes","4","Oceania","Female","Yes","Holiday / vacation",12,27,3678.86145,"South",306.5717875
"GEN24_1043831","No","No","Yes","Yes","4","Oceania","Female","Yes","Holiday / vacation",13,22,3093.588038,"South",237.968310615385
"GEN24_1043838","Yes","No","Yes","Yes","4","Europe","Female","Yes","Holiday / vacation",172,32,13350,"North",77.6162790697674
"GEN24_1043841","No","No","No","Yes","4","Asia","Male","No","Business",10,42,6450,"North",645
"GEN24_1043886","Yes","No","No","No","4","Asia","Male","No","Education",120,10,2650,"Both",22.0833333333333
"GEN24_1043900","No","No","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",14,67,8475,"Both",605.357142857143
"GEN24_1043924","No","No","Yes","No","4","Asia","Female","No","Holiday / vacation",9,37,3864.385467,"South",429.376163
"GEN24_1043941","No","No","Yes","Yes","4","Asia","Female","Yes","Holiday / vacation",7,32,3160,"South",451.428571428571
"GEN24_1043982","Yes","No","No","No","4","Europe","Female","No","Visiting friends / relatives",18,77,2242.24554,"Both",124.569196666667
"GEN24_1043991","Yes","No","Yes","No","4","Europe","Female","Yes","Holiday / vacation",26,62,25506.0806,"North",981.0031
"GEN24_1043997","No","No","Yes","Yes","4","Oceania","Female","No","Visiting friends / relatives",10,42,2373.459,"North",237.3459
"GEN24_1043998","No","No","Yes","Yes","4","Europe","Male","No","Visiting friends / relatives",34,37,3497.0802,"Both",102.8553
"GEN24_1044002","Yes","Yes","Yes","Yes","4","Oceania","Female","Yes","Holiday / vacation",16,47,3433.809514,"North",214.613094625
"GEN24_1044004","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",33,32,12702.62955,"Both",384.928168181818
"GEN24_1044005","No","Yes","Yes","Yes","4","Oceania","Male","Yes","Other",5,37,996.85278,"North",199.370556
"GEN24_1044006","Yes","Yes","No","No","4","Oceania","Female","No","Visiting friends / relatives",8,32,1695,"North",211.875
"GEN24_1044016","No","No","Yes","Yes","4","Oceania","Male","No","Holiday / vacation",14,42,3614.13075,"Both",258.152196428571
"GEN24_1044018","Yes","No","No","No","4","Oceania","Female","Yes","Business",11,32,5232.39825,"Both",475.672568181818
"GEN24_1044019","No","Yes","Yes","No","4","Europe","Female","No","Holiday / vacation",16,42,3100,"Both",193.75
"GEN24_1044020","Yes","No","No","No","4","Oceania","Female","No","Visiting friends / relatives",9,67,2697.1125,"North",299.679166666667
"GEN24_1044024","Yes","No","Yes","Yes","4","Europe","Male","Yes","Holiday / vacation",46,67,8650.13073,"Both",188.046320217391
"GEN24_1044029","Yes","No","Yes","Yes","4","Americas","Female","Yes","Holiday / vacation",21,27,6760.147738,"Both",321.911797047619
"GEN24_1044032","No","No","Yes","Yes","4","Americas","Female","No","Visiting friends / relatives",61,67,44752.725,"Both",733.651229508197
"GEN24_1044033","No","No","No","Yes","4","Americas","Female","Yes","Holiday / vacation",10,67,5975.317542,"Both",597.5317542
"GEN24_1044036","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",16,62,6564.561754,"Both",410.285109625
"GEN24_1044043","Yes","No","Yes","Yes","4","Europe","Female","No","Visiting friends / relatives",16,37,2229.5525,"North",139.34703125
"GEN24_1044047","No","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",11,57,791.4265667,"South",71.9478697
"GEN24_1044048","No","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",20,52,3675,"Both",183.75
"GEN24_1044050","No","No","Yes","No","4","Americas","Female","No","Visiting friends / relatives",20,77,4475.2725,"North",223.763625
"GEN24_1044051","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",25,47,4309.521667,"Both",172.38086668
"GEN24_1044062","No","No","Yes","Yes","4","Asia","Male","No","Visiting friends / relatives",16,57,6950,"North",434.375
"GEN24_1044073","Yes","No","Yes","Yes","4","Europe","Male","No","Holiday / vacation",25,72,5019.33864,"Both",200.7735456
"GEN24_1044079","Yes","No","Yes","Yes","4","Europe","Female","Yes","Visiting friends / relatives",12,67,5860.694994,"South",488.3912495
"GEN24_1044080","Yes","No","Yes","Yes","4","Europe","Female","No","Holiday / vacation",23,67,7876.658874,"South",342.463429304348
"GEN24_1044098","Yes","No","Yes","Yes","4","Americas","Male","No","Visiting friends / relatives",13,42,2435.158667,"North",187.319897461538
"GEN24_1044100","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",14,67,4879.449178,"Both",348.532084142857
"GEN24_1044107","No","No","Yes","Yes","4","Americas","Male","Yes","Holiday / vacation",14,42,7375.912083,"Both",526.850863071429
"GEN24_1044111","No","Yes","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",12,52,11700,"South",975
"GEN24_1044120","No","No","Yes","Yes","4","Americas","Female","Yes","Visiting friends / relatives",10,57,5055.400417,"Both",505.5400417
"GEN24_1044128","No","No","Yes","Yes","4","Asia","Male","Yes","Holiday / vacation",22,62,8859.456888,"South",402.702585818182
"GEN24_1044131","No","Yes","Yes","Yes","4","Asia","Male","No","Holiday / vacation",10,57,3764.583778,"Both",376.4583778
"GEN24_1044132","No","No","Yes","No","4","Asia","Female","Yes","Holiday / vacation",10,37,2865,"South",286.5
"GEN24_1044137","No","No","No","No","4","Oceania","Female","No","Visiting friends / relatives",8,62,1186.7295,"South",148.3411875
